Date,Cities,Petrol
12/21/2019,Mumbai,80.29
12/20/2019,Mumbai,80.29
12/19/2019,Mumbai,80.29
12/18/2019,Mumbai,80.29
12/17/2019,Mumbai,80.29
12/16/2019,Mumbai,80.35
12/15/2019,Mumbai,80.4
12/14/2019,Mumbai,80.49
12/13/2019,Mumbai,80.54
12/12/2019,Mumbai,80.6
12/11/2019,Mumbai,80.65
12/10/2019,Mumbai,80.65
12/9/2019,Mumbai,80.65
12/8/2019,Mumbai,80.6
12/7/2019,Mumbai,80.51
12/6/2019,Mumbai,80.51
12/5/2019,Mumbai,80.59
12/4/2019,Mumbai,80.59
12/3/2019,Mumbai,80.59
12/2/2019,Mumbai,80.59
12/1/2019,Mumbai,80.59
11/30/2019,Mumbai,80.51
11/29/2019,Mumbai,80.46
11/28/2019,Mumbai,80.42
11/27/2019,Mumbai,80.42
11/26/2019,Mumbai,80.42
11/25/2019,Mumbai,80.32
11/24/2019,Mumbai,80.2
11/23/2019,Mumbai,80.1
11/22/2019,Mumbai,80.01
11/21/2019,Mumbai,79.86
11/20/2019,Mumbai,79.86
11/19/2019,Mumbai,79.86
11/18/2019,Mumbai,79.71
11/17/2019,Mumbai,79.55
11/16/2019,Mumbai,79.44
11/15/2019,Mumbai,79.3
11/14/2019,Mumbai,79.12
11/13/2019,Mumbai,78.97
11/12/2019,Mumbai,78.97
11/11/2019,Mumbai,78.87
11/10/2019,Mumbai,78.72
11/9/2019,Mumbai,78.52
11/8/2019,Mumbai,78.38
11/7/2019,Mumbai,78.28
11/6/2019,Mumbai,78.28
11/5/2019,Mumbai,78.28
11/4/2019,Mumbai,78.33
11/3/2019,Mumbai,78.42
11/2/2019,Mumbai,78.48
11/1/2019,Mumbai,78.51
10/31/2019,Mumbai,78.54
10/30/2019,Mumbai,78.54
10/29/2019,Mumbai,78.54
10/28/2019,Mumbai,78.6
10/27/2019,Mumbai,78.6
10/26/2019,Mumbai,78.6
10/25/2019,Mumbai,78.68
10/24/2019,Mumbai,78.78
10/23/2019,Mumbai,78.83
10/22/2019,Mumbai,78.83
10/21/2019,Mumbai,78.88
10/20/2019,Mumbai,78.88
10/19/2019,Mumbai,78.88
10/18/2019,Mumbai,78.88
10/17/2019,Mumbai,78.88
10/16/2019,Mumbai,78.88
10/15/2019,Mumbai,78.88
10/14/2019,Mumbai,78.93
10/13/2019,Mumbai,78.93
10/12/2019,Mumbai,78.93
10/11/2019,Mumbai,79.03
10/10/2019,Mumbai,79.15
10/9/2019,Mumbai,79.2
10/8/2019,Mumbai,79.2
10/7/2019,Mumbai,79.37
10/6/2019,Mumbai,79.5
10/5/2019,Mumbai,79.65
10/4/2019,Mumbai,79.93
10/3/2019,Mumbai,80.11
10/2/2019,Mumbai,80.21
10/1/2019,Mumbai,80.21
9/30/2019,Mumbai,80.08
9/29/2019,Mumbai,80
9/28/2019,Mumbai,80
9/27/2019,Mumbai,80
9/26/2019,Mumbai,79.85
9/25/2019,Mumbai,79.79
9/24/2019,Mumbai,79.79
9/23/2019,Mumbai,79.57
9/22/2019,Mumbai,79.29
9/21/2019,Mumbai,79.02
9/20/2019,Mumbai,78.73
9/19/2019,Mumbai,78.39
9/18/2019,Mumbai,78.1
9/17/2019,Mumbai,77.85
9/16/2019,Mumbai,77.71
9/15/2019,Mumbai,77.71
9/14/2019,Mumbai,77.65
9/13/2019,Mumbai,77.57
9/12/2019,Mumbai,77.5
9/11/2019,Mumbai,77.45
9/10/2019,Mumbai,77.45
9/9/2019,Mumbai,77.4
9/8/2019,Mumbai,77.4
9/7/2019,Mumbai,77.46
9/6/2019,Mumbai,77.54
9/5/2019,Mumbai,77.62
9/4/2019,Mumbai,77.67
9/3/2019,Mumbai,77.67
9/2/2019,Mumbai,77.67
9/1/2019,Mumbai,77.67
8/31/2019,Mumbai,77.67
8/30/2019,Mumbai,77.67
8/29/2019,Mumbai,77.67
8/28/2019,Mumbai,77.73
8/27/2019,Mumbai,77.73
8/26/2019,Mumbai,77.73
8/25/2019,Mumbai,77.65
8/24/2019,Mumbai,77.58
8/23/2019,Mumbai,77.5
8/22/2019,Mumbai,77.5
8/21/2019,Mumbai,77.5
8/20/2019,Mumbai,77.5
8/19/2019,Mumbai,77.5
8/18/2019,Mumbai,77.57
8/17/2019,Mumbai,77.65
8/16/2019,Mumbai,77.65
8/15/2019,Mumbai,77.65
8/14/2019,Mumbai,77.65
8/13/2019,Mumbai,77.65
8/12/2019,Mumbai,77.65
8/11/2019,Mumbai,77.65
8/10/2019,Mumbai,77.74
8/9/2019,Mumbai,77.74
8/8/2019,Mumbai,77.89
8/7/2019,Mumbai,77.93
8/6/2019,Mumbai,77.93
8/5/2019,Mumbai,78.02
8/4/2019,Mumbai,78.17
8/3/2019,Mumbai,78.27
8/2/2019,Mumbai,78.34
8/1/2019,Mumbai,78.42
7/31/2019,Mumbai,78.48
7/30/2019,Mumbai,78.48
7/29/2019,Mumbai,78.61
7/28/2019,Mumbai,78.75
7/27/2019,Mumbai,78.85
7/26/2019,Mumbai,78.9
7/25/2019,Mumbai,78.96
7/24/2019,Mumbai,79.02
7/23/2019,Mumbai,79.02
7/22/2019,Mumbai,78.96
7/21/2019,Mumbai,78.96
7/20/2019,Mumbai,78.96
7/19/2019,Mumbai,78.96
7/18/2019,Mumbai,78.96
7/17/2019,Mumbai,78.88
7/16/2019,Mumbai,78.88
7/15/2019,Mumbai,78.82
7/14/2019,Mumbai,78.69
7/13/2019,Mumbai,78.61
7/12/2019,Mumbai,78.52
7/11/2019,Mumbai,78.52
7/10/2019,Mumbai,78.52
7/9/2019,Mumbai,78.52
7/8/2019,Mumbai,78.57
7/7/2019,Mumbai,78.57
7/6/2019,Mumbai,78.57
7/5/2019,Mumbai,76.15
7/4/2019,Mumbai,76.15
7/3/2019,Mumbai,76.15
7/2/2019,Mumbai,76.15
7/1/2019,Mumbai,76.11
6/30/2019,Mumbai,76.06
6/29/2019,Mumbai,75.97
6/28/2019,Mumbai,75.87
6/27/2019,Mumbai,75.82
6/26/2019,Mumbai,75.75
6/25/2019,Mumbai,75.75
6/24/2019,Mumbai,75.75
6/23/2019,Mumbai,75.68
6/22/2019,Mumbai,75.63
6/21/2019,Mumbai,75.63
6/20/2019,Mumbai,75.63
6/19/2019,Mumbai,75.63
6/18/2019,Mumbai,75.63
6/17/2019,Mumbai,75.63
6/16/2019,Mumbai,75.63
6/15/2019,Mumbai,75.69
6/14/2019,Mumbai,75.88
6/13/2019,Mumbai,76.04
6/12/2019,Mumbai,76.12
6/11/2019,Mumbai,76.12
6/10/2019,Mumbai,76.12
6/9/2019,Mumbai,76.25
6/8/2019,Mumbai,76.41
6/7/2019,Mumbai,76.63
6/6/2019,Mumbai,76.76
6/5/2019,Mumbai,76.91
6/4/2019,Mumbai,76.91
6/3/2019,Mumbai,76.98
6/2/2019,Mumbai,77.16
6/1/2019,Mumbai,77.28
5/31/2019,Mumbai,77.34
5/30/2019,Mumbai,77.41
5/29/2019,Mumbai,77.47
5/28/2019,Mumbai,77.47
5/27/2019,Mumbai,77.38
5/26/2019,Mumbai,77.28
5/25/2019,Mumbai,77.14
5/24/2019,Mumbai,77
5/23/2019,Mumbai,76.86
5/22/2019,Mumbai,76.78
5/21/2019,Mumbai,76.78
5/20/2019,Mumbai,76.73
5/19/2019,Mumbai,76.64
5/18/2019,Mumbai,76.64
5/17/2019,Mumbai,76.71
5/16/2019,Mumbai,76.79
5/15/2019,Mumbai,76.79
5/14/2019,Mumbai,76.79
5/13/2019,Mumbai,77.04
5/12/2019,Mumbai,77.34
5/11/2019,Mumbai,77.75
5/10/2019,Mumbai,78.23
5/9/2019,Mumbai,78.44
5/8/2019,Mumbai,78.59
5/7/2019,Mumbai,78.59
5/6/2019,Mumbai,78.59
5/5/2019,Mumbai,78.66
5/4/2019,Mumbai,78.71
5/3/2019,Mumbai,78.64
5/2/2019,Mumbai,78.64
5/1/2019,Mumbai,78.7
4/30/2019,Mumbai,78.7
4/29/2019,Mumbai,78.65
4/28/2019,Mumbai,78.65
4/27/2019,Mumbai,78.65
4/26/2019,Mumbai,78.59
4/25/2019,Mumbai,78.59
4/24/2019,Mumbai,78.52
4/23/2019,Mumbai,78.52
4/22/2019,Mumbai,78.52
4/21/2019,Mumbai,78.52
4/20/2019,Mumbai,78.57
4/19/2019,Mumbai,78.57
4/18/2019,Mumbai,78.5
4/17/2019,Mumbai,78.5
4/16/2019,Mumbai,78.5
4/15/2019,Mumbai,78.55
4/14/2019,Mumbai,78.49
4/13/2019,Mumbai,78.43
4/12/2019,Mumbai,78.43
4/11/2019,Mumbai,78.37
4/10/2019,Mumbai,78.37
4/9/2019,Mumbai,78.37
4/8/2019,Mumbai,78.42
4/7/2019,Mumbai,78.42
4/6/2019,Mumbai,78.48
4/5/2019,Mumbai,78.48
4/4/2019,Mumbai,78.43
4/3/2019,Mumbai,78.43
4/2/2019,Mumbai,78.43
4/1/2019,Mumbai,78.43
3/31/2019,Mumbai,78.48
3/30/2019,Mumbai,78.48
3/29/2019,Mumbai,78.43
3/28/2019,Mumbai,78.43
3/27/2019,Mumbai,78.48
3/26/2019,Mumbai,78.48
3/25/2019,Mumbai,78.48
3/24/2019,Mumbai,78.48
3/23/2019,Mumbai,78.43
3/22/2019,Mumbai,78.38
3/21/2019,Mumbai,78.33
3/20/2019,Mumbai,78.4
3/19/2019,Mumbai,78.4
3/18/2019,Mumbai,78.4
3/17/2019,Mumbai,78.33
3/16/2019,Mumbai,78.25
3/15/2019,Mumbai,78.17
3/14/2019,Mumbai,78.1
3/13/2019,Mumbai,78.04
3/12/2019,Mumbai,78.04
3/11/2019,Mumbai,78.09
3/10/2019,Mumbai,78.03
3/9/2019,Mumbai,77.94
3/8/2019,Mumbai,77.87
3/7/2019,Mumbai,77.87
3/6/2019,Mumbai,77.87
3/5/2019,Mumbai,77.87
3/4/2019,Mumbai,77.8
3/3/2019,Mumbai,77.7
3/2/2019,Mumbai,77.57
3/1/2019,Mumbai,77.44
2/28/2019,Mumbai,77.36
2/27/2019,Mumbai,77.29
2/26/2019,Mumbai,77.29
2/25/2019,Mumbai,77.2
2/24/2019,Mumbai,77.06
2/23/2019,Mumbai,76.99
2/22/2019,Mumbai,76.93
2/21/2019,Mumbai,76.79
2/20/2019,Mumbai,76.64
2/19/2019,Mumbai,76.64
2/18/2019,Mumbai,76.54
2/17/2019,Mumbai,76.39
2/16/2019,Mumbai,76.23
2/15/2019,Mumbai,76.1
2/14/2019,Mumbai,76.03
2/13/2019,Mumbai,75.97
2/12/2019,Mumbai,75.97
2/11/2019,Mumbai,75.97
2/10/2019,Mumbai,75.92
2/9/2019,Mumbai,75.92
2/8/2019,Mumbai,76.02
2/7/2019,Mumbai,76.08
2/6/2019,Mumbai,76.08
2/5/2019,Mumbai,76.08
2/4/2019,Mumbai,76.22
2/3/2019,Mumbai,76.37
2/2/2019,Mumbai,76.47
2/1/2019,Mumbai,76.57
1/31/2019,Mumbai,76.72
1/30/2019,Mumbai,76.82
1/29/2019,Mumbai,76.82
1/28/2019,Mumbai,76.9
1/27/2019,Mumbai,76.9
1/26/2019,Mumbai,76.9
1/25/2019,Mumbai,76.9
1/24/2019,Mumbai,76.9
1/23/2019,Mumbai,76.9
1/22/2019,Mumbai,76.9
1/21/2019,Mumbai,76.77
1/20/2019,Mumbai,76.58
1/19/2019,Mumbai,76.35
1/18/2019,Mumbai,76.18
1/17/2019,Mumbai,76.11
1/16/2019,Mumbai,75.97
1/15/2019,Mumbai,76.05
1/14/2019,Mumbai,75.77
1/13/2019,Mumbai,75.39
1/12/2019,Mumbai,74.91
1/11/2019,Mumbai,74.72
1/10/2019,Mumbai,74.53
1/9/2019,Mumbai,74.16
1/8/2019,Mumbai,74.16
1/7/2019,Mumbai,74.16
1/6/2019,Mumbai,73.95
1/5/2019,Mumbai,73.95
1/4/2019,Mumbai,74.1
1/3/2019,Mumbai,74.3
1/2/2019,Mumbai,74.3
1/1/2019,Mumbai,74.3
12/31/2018,Mumbai,74.47
12/30/2018,Mumbai,74.67
12/29/2018,Mumbai,74.89
12/28/2018,Mumbai,75.18
12/27/2018,Mumbai,75.36
12/26/2018,Mumbai,75.41
12/25/2018,Mumbai,75.41
12/24/2018,Mumbai,75.48
12/23/2018,Mumbai,75.69
12/22/2018,Mumbai,75.89
12/21/2018,Mumbai,76.08
12/20/2018,Mumbai,76.25
12/19/2018,Mumbai,76.25
12/18/2018,Mumbai,76.25
12/17/2018,Mumbai,76.15
12/16/2018,Mumbai,75.96
12/15/2018,Mumbai,75.96
12/14/2018,Mumbai,75.91
12/13/2018,Mumbai,75.91
12/12/2018,Mumbai,75.8
12/11/2018,Mumbai,75.8
12/10/2018,Mumbai,75.9
12/9/2018,Mumbai,76.13
12/8/2018,Mumbai,76.28
12/7/2018,Mumbai,76.5
12/6/2018,Mumbai,76.9
12/5/2018,Mumbai,77.29
12/4/2018,Mumbai,77.29
12/3/2018,Mumbai,77.5
12/2/2018,Mumbai,77.8
12/1/2018,Mumbai,78.09
11/30/2018,Mumbai,78.43
11/29/2018,Mumbai,78.8
11/28/2018,Mumbai,79.12
11/27/2018,Mumbai,79.62
11/26/2018,Mumbai,80.03
11/25/2018,Mumbai,80.38
11/24/2018,Mumbai,80.79
11/23/2018,Mumbai,81.1
11/22/2018,Mumbai,81.5
11/21/2018,Mumbai,81.9
11/20/2018,Mumbai,81.9
11/19/2018,Mumbai,82.04
11/18/2018,Mumbai,82.23
11/17/2018,Mumbai,82.43
11/16/2018,Mumbai,82.62
11/15/2018,Mumbai,82.8
11/14/2018,Mumbai,82.94
11/13/2018,Mumbai,82.94
11/12/2018,Mumbai,83.07
11/11/2018,Mumbai,83.24
11/10/2018,Mumbai,83.4
11/9/2018,Mumbai,83.57
11/8/2018,Mumbai,83.72
11/7/2018,Mumbai,83.92
11/6/2018,Mumbai,83.92
11/5/2018,Mumbai,84.06
11/4/2018,Mumbai,84.28
11/3/2018,Mumbai,84.49
11/2/2018,Mumbai,84.68
11/1/2018,Mumbai,84.86
10/31/2018,Mumbai,85.04
10/30/2018,Mumbai,85.04
10/29/2018,Mumbai,85.24
10/28/2018,Mumbai,85.54
10/27/2018,Mumbai,85.93
10/26/2018,Mumbai,86.33
10/25/2018,Mumbai,86.58
10/24/2018,Mumbai,86.73
10/23/2018,Mumbai,86.81
10/22/2018,Mumbai,86.91
10/21/2018,Mumbai,87.21
10/20/2018,Mumbai,87.46
10/19/2018,Mumbai,87.84
10/18/2018,Mumbai,88.08
10/17/2018,Mumbai,88.29
10/16/2018,Mumbai,88.29
10/15/2018,Mumbai,88.18
10/14/2018,Mumbai,88.18
10/13/2018,Mumbai,88.12
10/12/2018,Mumbai,87.94
10/11/2018,Mumbai,87.82
10/10/2018,Mumbai,87.73
10/9/2018,Mumbai,87.73
10/8/2018,Mumbai,87.5
10/7/2018,Mumbai,87.29
10/6/2018,Mumbai,87.15
10/5/2018,Mumbai,86.97
10/4/2018,Mumbai,91.34
10/3/2018,Mumbai,91.2
10/2/2018,Mumbai,91.2
10/1/2018,Mumbai,91.08
9/30/2018,Mumbai,90.84
9/29/2018,Mumbai,90.75
9/28/2018,Mumbai,90.57
9/27/2018,Mumbai,90.35
9/26/2018,Mumbai,90.22
9/25/2018,Mumbai,90.22
9/24/2018,Mumbai,90.08
9/23/2018,Mumbai,89.97
9/22/2018,Mumbai,89.8
9/21/2018,Mumbai,89.69
9/20/2018,Mumbai,89.6
9/19/2018,Mumbai,89.54
9/18/2018,Mumbai,89.54
9/17/2018,Mumbai,89.44
9/16/2018,Mumbai,89.29
9/15/2018,Mumbai,89.01
9/14/2018,Mumbai,88.67
9/13/2018,Mumbai,88.39
9/12/2018,Mumbai,88.26
9/11/2018,Mumbai,88.26
9/10/2018,Mumbai,88.12
9/9/2018,Mumbai,87.89
9/8/2018,Mumbai,87.77
9/7/2018,Mumbai,87.39
9/6/2018,Mumbai,86.91
9/5/2018,Mumbai,86.72
9/4/2018,Mumbai,86.72
9/3/2018,Mumbai,86.56
9/2/2018,Mumbai,86.25
9/1/2018,Mumbai,86.09
8/31/2018,Mumbai,85.93
8/30/2018,Mumbai,85.72
8/29/2018,Mumbai,85.6
8/28/2018,Mumbai,85.47
8/27/2018,Mumbai,85.33
8/26/2018,Mumbai,85.2
8/25/2018,Mumbai,85.09
8/24/2018,Mumbai,85.09
8/23/2018,Mumbai,85
8/22/2018,Mumbai,85
8/21/2018,Mumbai,85
8/20/2018,Mumbai,84.91
8/19/2018,Mumbai,84.82
8/18/2018,Mumbai,84.71
8/17/2018,Mumbai,84.63
8/16/2018,Mumbai,84.63
8/15/2018,Mumbai,84.58
8/14/2018,Mumbai,84.58
8/13/2018,Mumbai,84.58
8/12/2018,Mumbai,84.67
8/11/2018,Mumbai,84.67
8/10/2018,Mumbai,84.57
8/9/2018,Mumbai,84.5
8/8/2018,Mumbai,84.5
8/7/2018,Mumbai,84.5
8/6/2018,Mumbai,84.41
8/5/2018,Mumbai,84.29
8/4/2018,Mumbai,84.14
8/3/2018,Mumbai,83.94
8/2/2018,Mumbai,83.87
8/1/2018,Mumbai,83.76
7/31/2018,Mumbai,83.76
7/30/2018,Mumbai,83.7
7/29/2018,Mumbai,83.61
7/28/2018,Mumbai,83.61
7/27/2018,Mumbai,83.68
7/26/2018,Mumbai,83.68
7/25/2018,Mumbai,83.68
7/24/2018,Mumbai,83.68
7/23/2018,Mumbai,83.75
7/22/2018,Mumbai,83.82
7/21/2018,Mumbai,83.91
7/20/2018,Mumbai,84.06
7/19/2018,Mumbai,84.22
7/18/2018,Mumbai,84.22
7/17/2018,Mumbai,84.22
7/16/2018,Mumbai,84.22
7/15/2018,Mumbai,84.33
7/14/2018,Mumbai,84.33
7/13/2018,Mumbai,84.14
7/12/2018,Mumbai,83.97
7/11/2018,Mumbai,83.91
7/10/2018,Mumbai,83.91
7/9/2018,Mumbai,83.75
7/8/2018,Mumbai,83.52
7/7/2018,Mumbai,83.37
7/6/2018,Mumbai,83.24
7/5/2018,Mumbai,83.1
7/4/2018,Mumbai,82.94
7/3/2018,Mumbai,82.94
7/2/2018,Mumbai,82.94
7/1/2018,Mumbai,82.94
6/30/2018,Mumbai,82.99
6/29/2018,Mumbai,83.06
6/28/2018,Mumbai,83.12
6/27/2018,Mumbai,83.12
6/26/2018,Mumbai,83.12
6/25/2018,Mumbai,83.3
6/24/2018,Mumbai,83.44
6/23/2018,Mumbai,83.61
6/22/2018,Mumbai,83.74
6/21/2018,Mumbai,83.92
6/20/2018,Mumbai,84.06
6/19/2018,Mumbai,84.06
6/18/2018,Mumbai,84.18
6/17/2018,Mumbai,84.18
6/16/2018,Mumbai,84.18
6/15/2018,Mumbai,84.18
6/14/2018,Mumbai,84.26
6/13/2018,Mumbai,84.26
6/12/2018,Mumbai,84.26
6/11/2018,Mumbai,84.41
6/10/2018,Mumbai,84.61
6/9/2018,Mumbai,84.84
6/8/2018,Mumbai,85.24
6/7/2018,Mumbai,85.45
6/6/2018,Mumbai,85.54
6/5/2018,Mumbai,85.65
6/4/2018,Mumbai,85.77
6/3/2018,Mumbai,85.92
6/2/2018,Mumbai,86.01
6/1/2018,Mumbai,86.1
5/31/2018,Mumbai,86.16
5/30/2018,Mumbai,86.23
5/29/2018,Mumbai,86.24
5/28/2018,Mumbai,86.08
5/27/2018,Mumbai,85.93
5/26/2018,Mumbai,85.78
5/25/2018,Mumbai,85.65
5/24/2018,Mumbai,85.29
5/23/2018,Mumbai,84.99
5/22/2018,Mumbai,84.7
5/21/2018,Mumbai,84.4
5/20/2018,Mumbai,84.07
5/19/2018,Mumbai,83.75
5/18/2018,Mumbai,83.45
5/17/2018,Mumbai,83.16
5/16/2018,Mumbai,82.94
5/15/2018,Mumbai,82.79
5/14/2018,Mumbai,82.65
5/13/2018,Mumbai,82.48
5/12/2018,Mumbai,82.48
5/11/2018,Mumbai,82.48
5/10/2018,Mumbai,82.48
5/9/2018,Mumbai,82.48
5/8/2018,Mumbai,82.48
5/7/2018,Mumbai,82.48
5/6/2018,Mumbai,82.48
5/5/2018,Mumbai,82.48
5/4/2018,Mumbai,82.48
5/3/2018,Mumbai,82.48
5/2/2018,Mumbai,82.48
5/1/2018,Mumbai,82.48
4/30/2018,Mumbai,82.48
4/29/2018,Mumbai,82.48
4/28/2018,Mumbai,82.48
4/27/2018,Mumbai,82.48
4/26/2018,Mumbai,82.48
4/25/2018,Mumbai,82.48
4/24/2018,Mumbai,82.48
4/23/2018,Mumbai,82.35
4/22/2018,Mumbai,82.25
4/21/2018,Mumbai,82.06
4/20/2018,Mumbai,81.93
4/19/2018,Mumbai,81.92
4/18/2018,Mumbai,81.87
4/17/2018,Mumbai,81.87
4/16/2018,Mumbai,81.87
4/15/2018,Mumbai,81.83
4/14/2018,Mumbai,81.79
4/13/2018,Mumbai,81.77
4/12/2018,Mumbai,81.8
4/11/2018,Mumbai,81.83
4/10/2018,Mumbai,81.83
4/9/2018,Mumbai,81.84
4/8/2018,Mumbai,81.88
4/7/2018,Mumbai,81.85
4/6/2018,Mumbai,81.83
4/5/2018,Mumbai,81.83
4/4/2018,Mumbai,81.8
4/3/2018,Mumbai,81.8
4/2/2018,Mumbai,81.69
4/1/2018,Mumbai,81.59
3/31/2018,Mumbai,81.41
3/30/2018,Mumbai,81.17
3/29/2018,Mumbai,80.94
3/28/2018,Mumbai,80.77
3/27/2018,Mumbai,80.77
3/26/2018,Mumbai,80.66
3/25/2018,Mumbai,80.42
3/24/2018,Mumbai,80.25
3/23/2018,Mumbai,80.17
3/22/2018,Mumbai,80.13
3/21/2018,Mumbai,80.07
3/20/2018,Mumbai,80.07
3/19/2018,Mumbai,80.06
3/18/2018,Mumbai,80.07
3/17/2018,Mumbai,80.14
3/16/2018,Mumbai,80.24
3/15/2018,Mumbai,80.32
3/14/2018,Mumbai,80.34
3/13/2018,Mumbai,80.34
3/12/2018,Mumbai,80.32
3/11/2018,Mumbai,80.35
3/10/2018,Mumbai,80.33
3/9/2018,Mumbai,80.3
3/8/2018,Mumbai,80.26
3/7/2018,Mumbai,80.26
3/6/2018,Mumbai,80.26
3/5/2018,Mumbai,80.19
3/4/2018,Mumbai,80.13
3/3/2018,Mumbai,79.87
3/2/2018,Mumbai,79.63
3/1/2018,Mumbai,79.45
2/28/2018,Mumbai,79.39
2/27/2018,Mumbai,79.39
2/26/2018,Mumbai,79.41
2/25/2018,Mumbai,79.38
2/24/2018,Mumbai,79.4
2/23/2018,Mumbai,79.49
2/22/2018,Mumbai,79.58
2/21/2018,Mumbai,79.6
2/20/2018,Mumbai,79.61
2/19/2018,Mumbai,79.8
2/18/2018,Mumbai,79.94
2/17/2018,Mumbai,80.1
2/16/2018,Mumbai,80.39
2/15/2018,Mumbai,80.66
2/14/2018,Mumbai,80.81
2/13/2018,Mumbai,80.81
2/12/2018,Mumbai,80.87
2/11/2018,Mumbai,81.08
2/10/2018,Mumbai,81.19
2/9/2018,Mumbai,81.21
2/8/2018,Mumbai,81.23
2/7/2018,Mumbai,81.24
2/6/2018,Mumbai,81.24
2/5/2018,Mumbai,81.17
2/4/2018,Mumbai,81.02
2/3/2018,Mumbai,80.95
2/2/2018,Mumbai,80.96
2/1/2018,Mumbai,80.91
1/31/2018,Mumbai,80.79
1/30/2018,Mumbai,80.79
1/29/2018,Mumbai,80.71
1/28/2018,Mumbai,80.64
1/27/2018,Mumbai,80.59
1/26/2018,Mumbai,80.5
1/25/2018,Mumbai,80.36
1/24/2018,Mumbai,80.3
1/23/2018,Mumbai,80.25
1/22/2018,Mumbai,80.1
1/21/2018,Mumbai,79.95
1/20/2018,Mumbai,79.77
1/19/2018,Mumbai,79.58
1/18/2018,Mumbai,79.44
1/17/2018,Mumbai,79.27
1/16/2018,Mumbai,79.15
1/15/2018,Mumbai,79.06
1/14/2018,Mumbai,78.94
1/13/2018,Mumbai,78.81
1/12/2018,Mumbai,78.62
1/11/2018,Mumbai,78.55
1/10/2018,Mumbai,78.51
1/9/2018,Mumbai,78.42
1/8/2018,Mumbai,78.32
1/7/2018,Mumbai,78.17
1/6/2018,Mumbai,78.02
1/5/2018,Mumbai,77.89
1/4/2018,Mumbai,77.87
1/3/2018,Mumbai,77.87
1/2/2018,Mumbai,77.87
1/1/2018,Mumbai,77.87
12/31/2017,Mumbai,77.87
12/30/2017,Mumbai,77.84
12/29/2017,Mumbai,77.8
12/28/2017,Mumbai,77.71
12/27/2017,Mumbai,77.62
12/26/2017,Mumbai,77.53
12/25/2017,Mumbai,77.55
12/24/2017,Mumbai,77.46
12/23/2017,Mumbai,77.48
12/22/2017,Mumbai,77.4
12/21/2017,Mumbai,77.32
12/20/2017,Mumbai,77.25
12/19/2017,Mumbai,77.17
12/18/2017,Mumbai,77.06
12/17/2017,Mumbai,76.99
12/16/2017,Mumbai,76.88
12/15/2017,Mumbai,76.78
12/14/2017,Mumbai,76.69
12/13/2017,Mumbai,76.66
12/12/2017,Mumbai,76.64
12/11/2017,Mumbai,76.62
12/10/2017,Mumbai,76.61
12/9/2017,Mumbai,76.62
12/8/2017,Mumbai,76.61
12/7/2017,Mumbai,76.61
12/6/2017,Mumbai,76.6
12/5/2017,Mumbai,76.59
12/4/2017,Mumbai,76.56
12/3/2017,Mumbai,76.54
12/2/2017,Mumbai,76.52
12/1/2017,Mumbai,76.52
11/30/2017,Mumbai,76.52
11/29/2017,Mumbai,76.52
11/28/2017,Mumbai,76.52
11/27/2017,Mumbai,76.52
11/26/2017,Mumbai,76.52
11/25/2017,Mumbai,76.52
11/24/2017,Mumbai,76.52
11/23/2017,Mumbai,76.54
11/22/2017,Mumbai,76.58
11/21/2017,Mumbai,76.63
11/20/2017,Mumbai,76.61
11/19/2017,Mumbai,76.64
11/18/2017,Mumbai,76.67
11/17/2017,Mumbai,76.71
11/16/2017,Mumbai,76.75
11/15/2017,Mumbai,76.78
11/14/2017,Mumbai,76.83
11/13/2017,Mumbai,76.88
11/12/2017,Mumbai,76.88
11/11/2017,Mumbai,76.91
11/10/2017,Mumbai,76.95
11/9/2017,Mumbai,76.95
11/8/2017,Mumbai,76.9
11/7/2017,Mumbai,76.9
11/6/2017,Mumbai,76.79
11/5/2017,Mumbai,76.65
11/4/2017,Mumbai,76.57
11/3/2017,Mumbai,76.45
11/2/2017,Mumbai,76.36
11/1/2017,Mumbai,76.25
10/31/2017,Mumbai,76.24
10/30/2017,Mumbai,76.18
10/29/2017,Mumbai,76.03
10/28/2017,Mumbai,75.95
10/27/2017,Mumbai,75.83
10/26/2017,Mumbai,75.76
10/25/2017,Mumbai,75.73
10/24/2017,Mumbai,75.71
10/23/2017,Mumbai,75.71
10/22/2017,Mumbai,75.69
10/21/2017,Mumbai,75.56
10/20/2017,Mumbai,75.52
10/19/2017,Mumbai,75.45
10/18/2017,Mumbai,75.38
10/17/2017,Mumbai,75.38
10/16/2017,Mumbai,75.41
10/15/2017,Mumbai,75.45
10/14/2017,Mumbai,75.5
10/13/2017,Mumbai,75.55
10/12/2017,Mumbai,75.57
10/11/2017,Mumbai,75.59
10/10/2017,Mumbai,77.58
10/9/2017,Mumbai,77.58
10/8/2017,Mumbai,77.52
10/7/2017,Mumbai,77.48
10/6/2017,Mumbai,77.49
10/5/2017,Mumbai,77.51
10/4/2017,Mumbai,77.51
10/3/2017,Mumbai,79.99
10/2/2017,Mumbai,79.94
10/1/2017,Mumbai,79.87
9/30/2017,Mumbai,79.77
9/29/2017,Mumbai,79.67
9/28/2017,Mumbai,79.57
9/27/2017,Mumbai,79.52
9/26/2017,Mumbai,79.52
9/25/2017,Mumbai,79.52
9/24/2017,Mumbai,79.5
9/23/2017,Mumbai,79.53
9/22/2017,Mumbai,79.58
9/21/2017,Mumbai,79.63
9/20/2017,Mumbai,79.63
