Date,Cities,Petrol
9/19/2017,Mumbai,79.63
9/18/2017,Mumbai,79.62
9/17/2017,Mumbai,79.62
9/16/2017,Mumbai,79.59
9/15/2017,Mumbai,79.54
9/14/2017,Mumbai,79.5
9/13/2017,Mumbai,79.48
9/12/2017,Mumbai,79.48
9/11/2017,Mumbai,79.41
9/10/2017,Mumbai,79.28
9/9/2017,Mumbai,79.14
9/8/2017,Mumbai,79
9/7/2017,Mumbai,78.92
9/6/2017,Mumbai,78.82
9/5/2017,Mumbai,78.82
9/4/2017,Mumbai,78.78
9/3/2017,Mumbai,78.67
9/2/2017,Mumbai,78.54
9/1/2017,Mumbai,78.38
8/31/2017,Mumbai,78.28
8/30/2017,Mumbai,78.24
8/29/2017,Mumbai,78.24
8/28/2017,Mumbai,78.22
8/27/2017,Mumbai,78.18
8/26/2017,Mumbai,78.14
8/25/2017,Mumbai,78.13
8/24/2017,Mumbai,78
8/23/2017,Mumbai,77.86
8/22/2017,Mumbai,77.79
8/21/2017,Mumbai,77.66
8/20/2017,Mumbai,77.51
8/19/2017,Mumbai,77.5
8/18/2017,Mumbai,77.42
8/17/2017,Mumbai,77.37
8/16/2017,Mumbai,77.27
8/15/2017,Mumbai,77.21
8/14/2017,Mumbai,77.09
8/13/2017,Mumbai,76.89
8/12/2017,Mumbai,76.64
8/11/2017,Mumbai,76.41
8/10/2017,Mumbai,76.1
8/9/2017,Mumbai,75.96
8/8/2017,Mumbai,75.89
8/7/2017,Mumbai,75.8
8/6/2017,Mumbai,75.66
8/5/2017,Mumbai,75.43
8/4/2017,Mumbai,75.15
8/3/2017,Mumbai,74.85
8/2/2017,Mumbai,74.63
8/1/2017,Mumbai,74.56
7/31/2017,Mumbai,74.58
7/30/2017,Mumbai,74.33
7/29/2017,Mumbai,74.2
7/28/2017,Mumbai,74.02
7/27/2017,Mumbai,73.92
7/26/2017,Mumbai,73.91
7/25/2017,Mumbai,73.9
7/24/2017,Mumbai,73.87
7/23/2017,Mumbai,73.74
7/22/2017,Mumbai,73.63
7/21/2017,Mumbai,73.61
7/20/2017,Mumbai,73.59
7/19/2017,Mumbai,73.54
7/18/2017,Mumbai,73.54
7/17/2017,Mumbai,73.49
7/16/2017,Mumbai,73.45
7/15/2017,Mumbai,73.37
7/14/2017,Mumbai,73.23
7/13/2017,Mumbai,73.25
7/12/2017,Mumbai,73.27
7/11/2017,Mumbai,73.27
7/10/2017,Mumbai,75.04
7/9/2017,Mumbai,74.86
7/8/2017,Mumbai,74.67
7/7/2017,Mumbai,74.54
7/6/2017,Mumbai,74.41
7/5/2017,Mumbai,74.3
7/4/2017,Mumbai,74.3
7/3/2017,Mumbai,74.35
7/2/2017,Mumbai,74.28
7/1/2017,Mumbai,74.3
6/30/2017,Mumbai,74.56
6/29/2017,Mumbai,74.71
6/28/2017,Mumbai,74.71
6/27/2017,Mumbai,74.71
6/26/2017,Mumbai,74.79
6/25/2017,Mumbai,74.95
6/24/2017,Mumbai,75.23
6/23/2017,Mumbai,75.46
6/22/2017,Mumbai,75.68
6/21/2017,Mumbai,75.79
6/20/2017,Mumbai,75.78
6/19/2017,Mumbai,75.88
6/18/2017,Mumbai,76.14
6/17/2017,Mumbai,76.46
6/16/2017,Mumbai,76.7
7/15/2020,Chennai,83.63
7/14/2020,Chennai,83.63
7/13/2020,Chennai,83.63
7/12/2020,Chennai,83.63
7/11/2020,Chennai,83.63
7/10/2020,Chennai,83.63
7/9/2020,Chennai,83.63
7/8/2020,Chennai,83.63
7/7/2020,Chennai,83.63
7/6/2020,Chennai,83.63
7/5/2020,Chennai,83.63
7/4/2020,Chennai,83.63
7/3/2020,Chennai,83.63
7/2/2020,Chennai,83.63
7/1/2020,Chennai,83.63
6/30/2020,Chennai,83.63
6/29/2020,Chennai,83.63
6/28/2020,Chennai,83.59
6/27/2020,Chennai,83.59
6/26/2020,Chennai,83.37
6/25/2020,Chennai,83.18
6/24/2020,Chennai,83.04
6/23/2020,Chennai,83.04
6/22/2020,Chennai,82.87
6/21/2020,Chennai,82.58
6/20/2020,Chennai,82.27
6/19/2020,Chennai,81.82
6/18/2020,Chennai,81.32
6/17/2020,Chennai,80.86
6/16/2020,Chennai,80.37
6/15/2020,Chennai,79.96
6/14/2020,Chennai,79.53
6/13/2020,Chennai,78.99
6/12/2020,Chennai,78.47
6/11/2020,Chennai,77.96
6/10/2020,Chennai,77.43
6/9/2020,Chennai,77.08
6/8/2020,Chennai,76.6
6/7/2020,Chennai,76.07
6/6/2020,Chennai,75.54
6/5/2020,Chennai,75.54
6/4/2020,Chennai,75.54
6/3/2020,Chennai,75.54
6/2/2020,Chennai,75.54
6/1/2020,Chennai,75.54
5/31/2020,Chennai,75.54
5/30/2020,Chennai,75.54
5/29/2020,Chennai,75.54
5/28/2020,Chennai,75.54
5/27/2020,Chennai,75.54
5/26/2020,Chennai,75.54
5/25/2020,Chennai,75.54
5/24/2020,Chennai,75.54
5/23/2020,Chennai,75.54
5/22/2020,Chennai,75.54
5/21/2020,Chennai,75.54
5/20/2020,Chennai,75.54
5/19/2020,Chennai,75.54
5/18/2020,Chennai,75.54
5/17/2020,Chennai,75.54
5/16/2020,Chennai,75.54
5/15/2020,Chennai,75.54
5/14/2020,Chennai,75.54
5/13/2020,Chennai,75.54
5/12/2020,Chennai,75.54
5/11/2020,Chennai,75.54
5/10/2020,Chennai,75.54
5/9/2020,Chennai,75.54
5/8/2020,Chennai,75.54
5/7/2020,Chennai,75.54
5/6/2020,Chennai,75.54
5/5/2020,Chennai,75.54
5/4/2020,Chennai,75.54
5/3/2020,Chennai,72.28
5/2/2020,Chennai,72.28
5/1/2020,Chennai,72.28
4/30/2020,Chennai,72.28
4/29/2020,Chennai,72.28
4/28/2020,Chennai,72.28
4/27/2020,Chennai,72.28
4/26/2020,Chennai,72.28
4/23/2020,Chennai,72.28
4/22/2020,Chennai,72.28
4/21/2020,Chennai,72.28
4/20/2020,Chennai,72.28
4/19/2020,Chennai,72.28
4/18/2020,Chennai,72.28
4/17/2020,Chennai,72.28
4/16/2020,Chennai,72.28
4/15/2020,Chennai,72.28
4/14/2020,Chennai,72.28
4/13/2020,Chennai,72.28
4/12/2020,Chennai,72.28
4/11/2020,Chennai,72.28
4/10/2020,Chennai,72.28
4/9/2020,Chennai,72.28
4/8/2020,Chennai,72.28
4/7/2020,Chennai,72.28
4/6/2020,Chennai,72.28
4/5/2020,Chennai,72.28
4/4/2020,Chennai,72.28
4/3/2020,Chennai,72.28
4/2/2020,Chennai,72.28
4/1/2020,Chennai,72.28
3/31/2020,Chennai,72.28
3/30/2020,Chennai,72.28
3/29/2020,Chennai,72.28
3/28/2020,Chennai,72.28
3/27/2020,Chennai,72.28
3/26/2020,Chennai,72.28
3/25/2020,Chennai,72.28
3/24/2020,Chennai,72.28
3/23/2020,Chennai,72.28
3/22/2020,Chennai,72.28
3/21/2020,Chennai,72.28
3/20/2020,Chennai,72.28
3/19/2020,Chennai,72.28
3/18/2020,Chennai,72.28
3/17/2020,Chennai,72.28
3/16/2020,Chennai,72.28
3/15/2020,Chennai,72.45
3/14/2020,Chennai,72.57
3/13/2020,Chennai,72.71
3/12/2020,Chennai,72.86
3/11/2020,Chennai,73.02
3/10/2020,Chennai,73.02
3/9/2020,Chennai,73.33
3/8/2020,Chennai,73.58
3/7/2020,Chennai,73.78
3/6/2020,Chennai,73.91
3/5/2020,Chennai,74.07
3/4/2020,Chennai,74.23
3/3/2020,Chennai,74.23
3/2/2020,Chennai,74.28
3/1/2020,Chennai,74.51
2/29/2020,Chennai,74.68
2/28/2020,Chennai,74.75
2/27/2020,Chennai,74.75
2/26/2020,Chennai,74.81
2/25/2020,Chennai,74.81
2/24/2020,Chennai,74.81
2/23/2020,Chennai,74.81
2/22/2020,Chennai,74.73
2/21/2020,Chennai,74.68
2/20/2020,Chennai,74.68
2/19/2020,Chennai,74.68
2/18/2020,Chennai,74.68
2/17/2020,Chennai,74.73
2/16/2020,Chennai,74.73
2/15/2020,Chennai,74.73
2/14/2020,Chennai,74.73
2/13/2020,Chennai,74.73
2/12/2020,Chennai,74.73
2/11/2020,Chennai,74.73
2/10/2020,Chennai,74.9
2/9/2020,Chennai,75.04
2/8/2020,Chennai,75.27
2/7/2020,Chennai,75.51
2/6/2020,Chennai,75.73
2/5/2020,Chennai,75.83
2/4/2020,Chennai,75.83
2/3/2020,Chennai,75.89
2/2/2020,Chennai,75.95
2/1/2020,Chennai,76.03
1/31/2020,Chennai,76.09
1/30/2020,Chennai,76.19
1/29/2020,Chennai,76.44
1/28/2020,Chennai,76.44
1/27/2020,Chennai,76.56
1/26/2020,Chennai,76.71
1/25/2020,Chennai,77.03
1/24/2020,Chennai,77.31
1/23/2020,Chennai,77.54
1/22/2020,Chennai,77.72
1/21/2020,Chennai,77.72
1/20/2020,Chennai,77.89
1/19/2020,Chennai,78.01
1/18/2020,Chennai,78.19
1/17/2020,Chennai,78.34
1/16/2020,Chennai,78.49
1/15/2020,Chennai,78.65
1/14/2020,Chennai,78.65
1/13/2020,Chennai,78.76
1/12/2020,Chennai,78.86
1/11/2020,Chennai,78.98
1/10/2020,Chennai,78.92
1/9/2020,Chennai,78.77
1/8/2020,Chennai,78.69
1/7/2020,Chennai,78.69
1/6/2020,Chennai,78.64
1/5/2020,Chennai,78.48
1/4/2020,Chennai,78.39
1/3/2020,Chennai,78.28
1/2/2020,Chennai,78.2
1/1/2020,Chennai,78.12
12/31/2019,Chennai,78.12
12/30/2019,Chennai,78.02
12/29/2019,Chennai,77.85
12/28/2019,Chennai,77.7
12/27/2019,Chennai,77.7
12/26/2019,Chennai,77.64
12/25/2019,Chennai,77.58
12/24/2019,Chennai,77.58
12/23/2019,Chennai,77.58
12/22/2019,Chennai,77.58
12/21/2019,Chennai,77.58
12/20/2019,Chennai,77.58
12/19/2019,Chennai,77.58
12/18/2019,Chennai,77.58
12/17/2019,Chennai,77.58
12/16/2019,Chennai,77.65
12/15/2019,Chennai,77.7
12/14/2019,Chennai,77.81
12/13/2019,Chennai,77.86
12/12/2019,Chennai,77.92
12/11/2019,Chennai,77.97
12/10/2019,Chennai,77.97
12/9/2019,Chennai,77.97
12/8/2019,Chennai,77.92
12/7/2019,Chennai,77.83
12/6/2019,Chennai,77.83
12/5/2019,Chennai,77.91
12/4/2019,Chennai,77.91
12/3/2019,Chennai,77.91
12/2/2019,Chennai,77.91
12/1/2019,Chennai,77.91
11/30/2019,Chennai,77.83
11/29/2019,Chennai,77.77
11/28/2019,Chennai,77.72
11/27/2019,Chennai,77.72
11/26/2019,Chennai,77.72
11/25/2019,Chennai,77.62
11/24/2019,Chennai,77.49
11/23/2019,Chennai,77.38
11/22/2019,Chennai,77.29
11/21/2019,Chennai,77.13
11/20/2019,Chennai,77.13
11/19/2019,Chennai,77.13
11/18/2019,Chennai,76.97
11/17/2019,Chennai,76.81
11/16/2019,Chennai,76.68
11/15/2019,Chennai,76.53
11/14/2019,Chennai,76.34
11/13/2019,Chennai,76.18
11/12/2019,Chennai,76.18
11/11/2019,Chennai,76.08
11/10/2019,Chennai,75.92
11/9/2019,Chennai,75.71
11/8/2019,Chennai,75.55
11/7/2019,Chennai,75.45
11/6/2019,Chennai,75.45
11/5/2019,Chennai,75.45
11/4/2019,Chennai,75.5
11/3/2019,Chennai,75.59
11/2/2019,Chennai,75.67
11/1/2019,Chennai,75.69
10/31/2019,Chennai,75.72
10/30/2019,Chennai,75.72
10/29/2019,Chennai,75.72
10/28/2019,Chennai,75.79
10/27/2019,Chennai,75.79
10/26/2019,Chennai,75.79
10/25/2019,Chennai,75.87
10/24/2019,Chennai,75.99
10/23/2019,Chennai,76.04
10/22/2019,Chennai,76.04
10/21/2019,Chennai,76.09
10/20/2019,Chennai,76.09
10/19/2019,Chennai,76.09
10/18/2019,Chennai,76.09
10/17/2019,Chennai,76.09
10/16/2019,Chennai,76.09
10/15/2019,Chennai,76.09
10/14/2019,Chennai,76.14
10/13/2019,Chennai,76.14
10/12/2019,Chennai,76.14
10/11/2019,Chennai,76.25
10/10/2019,Chennai,76.38
10/9/2019,Chennai,76.43
10/8/2019,Chennai,76.43
10/7/2019,Chennai,76.61
10/6/2019,Chennai,76.74
10/5/2019,Chennai,76.9
10/4/2019,Chennai,77.21
10/3/2019,Chennai,77.4
10/2/2019,Chennai,77.5
10/1/2019,Chennai,77.5
9/30/2019,Chennai,77.36
9/29/2019,Chennai,77.28
9/28/2019,Chennai,77.28
9/27/2019,Chennai,77.28
9/26/2019,Chennai,77.12
9/25/2019,Chennai,77.06
9/24/2019,Chennai,77.06
9/23/2019,Chennai,76.83
9/22/2019,Chennai,76.52
9/21/2019,Chennai,76.24
9/20/2019,Chennai,75.93
9/19/2019,Chennai,75.56
9/18/2019,Chennai,75.26
9/17/2019,Chennai,74.99
9/16/2019,Chennai,74.85
9/15/2019,Chennai,74.85
9/14/2019,Chennai,74.78
9/13/2019,Chennai,74.7
9/12/2019,Chennai,74.63
9/11/2019,Chennai,74.56
9/10/2019,Chennai,74.56
9/9/2019,Chennai,74.51
9/8/2019,Chennai,74.51
9/7/2019,Chennai,74.57
9/6/2019,Chennai,74.66
9/5/2019,Chennai,74.75
9/4/2019,Chennai,74.8
9/3/2019,Chennai,74.8
9/2/2019,Chennai,74.8
9/1/2019,Chennai,74.8
8/31/2019,Chennai,74.8
8/30/2019,Chennai,74.8
8/29/2019,Chennai,74.8
8/28/2019,Chennai,74.86
8/27/2019,Chennai,74.86
8/26/2019,Chennai,74.86
8/25/2019,Chennai,74.78
8/24/2019,Chennai,74.7
8/23/2019,Chennai,74.62
8/22/2019,Chennai,74.62
8/21/2019,Chennai,74.62
8/20/2019,Chennai,74.62
8/19/2019,Chennai,74.62
8/18/2019,Chennai,74.69
8/17/2019,Chennai,74.78
8/16/2019,Chennai,74.78
8/15/2019,Chennai,74.78
8/14/2019,Chennai,74.78
8/13/2019,Chennai,74.78
8/12/2019,Chennai,74.78
8/11/2019,Chennai,74.78
8/10/2019,Chennai,74.87
8/9/2019,Chennai,74.87
8/8/2019,Chennai,75.03
8/7/2019,Chennai,75.08
8/6/2019,Chennai,75.08
8/5/2019,Chennai,75.18
8/4/2019,Chennai,75.34
8/3/2019,Chennai,75.44
8/2/2019,Chennai,75.52
8/1/2019,Chennai,75.6
7/31/2019,Chennai,75.66
7/30/2019,Chennai,75.66
7/29/2019,Chennai,75.8
7/28/2019,Chennai,75.96
7/27/2019,Chennai,76.06
7/26/2019,Chennai,76.11
7/25/2019,Chennai,76.18
7/24/2019,Chennai,76.24
7/23/2019,Chennai,76.24
7/22/2019,Chennai,76.18
7/21/2019,Chennai,76.18
7/20/2019,Chennai,76.18
7/19/2019,Chennai,76.18
7/18/2019,Chennai,76.18
7/17/2019,Chennai,76.09
7/16/2019,Chennai,76.09
7/15/2019,Chennai,76.03
7/14/2019,Chennai,75.89
7/13/2019,Chennai,75.8
7/12/2019,Chennai,75.7
7/11/2019,Chennai,75.7
7/10/2019,Chennai,75.7
7/9/2019,Chennai,75.7
7/8/2019,Chennai,75.76
7/7/2019,Chennai,75.76
7/6/2019,Chennai,75.76
7/5/2019,Chennai,73.19
7/4/2019,Chennai,73.19
7/3/2019,Chennai,73.19
7/2/2019,Chennai,73.19
7/1/2019,Chennai,73.15
6/30/2019,Chennai,73.1
6/29/2019,Chennai,73.01
6/28/2019,Chennai,72.89
6/27/2019,Chennai,72.84
6/26/2019,Chennai,72.77
6/25/2019,Chennai,72.77
6/24/2019,Chennai,72.77
6/23/2019,Chennai,72.69
6/22/2019,Chennai,72.64
6/21/2019,Chennai,72.64
6/20/2019,Chennai,72.64
6/19/2019,Chennai,72.64
6/18/2019,Chennai,72.64
6/17/2019,Chennai,72.64
6/16/2019,Chennai,72.64
6/15/2019,Chennai,72.7
6/14/2019,Chennai,72.9
6/13/2019,Chennai,73.08
6/12/2019,Chennai,73.17
6/11/2019,Chennai,73.17
6/10/2019,Chennai,73.17
6/9/2019,Chennai,73.3
6/8/2019,Chennai,73.47
6/7/2019,Chennai,73.7
6/6/2019,Chennai,73.84
6/5/2019,Chennai,74.01
6/4/2019,Chennai,74.01
6/3/2019,Chennai,74.08
6/2/2019,Chennai,74.27
6/1/2019,Chennai,74.39
5/31/2019,Chennai,74.46
5/30/2019,Chennai,74.53
5/29/2019,Chennai,74.59
5/28/2019,Chennai,74.59
5/27/2019,Chennai,74.5
5/26/2019,Chennai,74.39
5/25/2019,Chennai,74.25
5/24/2019,Chennai,74.1
5/23/2019,Chennai,73.95
5/22/2019,Chennai,73.87
5/21/2019,Chennai,73.87
5/20/2019,Chennai,73.82
5/19/2019,Chennai,73.72
5/18/2019,Chennai,73.72
5/17/2019,Chennai,73.79
5/16/2019,Chennai,73.88
5/15/2019,Chennai,73.88
5/14/2019,Chennai,73.88
5/13/2019,Chennai,74.14
5/12/2019,Chennai,74.46
5/11/2019,Chennai,74.9
5/10/2019,Chennai,75.4
5/9/2019,Chennai,75.63
5/8/2019,Chennai,75.79
5/7/2019,Chennai,75.79
5/6/2019,Chennai,75.79
5/5/2019,Chennai,75.87
5/4/2019,Chennai,75.92
5/3/2019,Chennai,75.84
5/2/2019,Chennai,75.84
5/1/2019,Chennai,75.9
4/30/2019,Chennai,75.9
4/29/2019,Chennai,75.85
4/28/2019,Chennai,75.85
4/27/2019,Chennai,75.85
4/26/2019,Chennai,75.79
4/25/2019,Chennai,75.79
4/24/2019,Chennai,75.71
4/23/2019,Chennai,75.71
4/22/2019,Chennai,75.71
4/21/2019,Chennai,75.71
4/20/2019,Chennai,75.77
4/19/2019,Chennai,75.77
4/18/2019,Chennai,75.69
4/17/2019,Chennai,75.69
4/16/2019,Chennai,75.69
4/15/2019,Chennai,75.75
4/14/2019,Chennai,75.68
4/13/2019,Chennai,75.62
4/12/2019,Chennai,75.62
4/11/2019,Chennai,75.56
4/10/2019,Chennai,75.56
4/9/2019,Chennai,75.56
4/8/2019,Chennai,75.61
4/7/2019,Chennai,75.61
4/6/2019,Chennai,75.67
4/5/2019,Chennai,75.67
4/4/2019,Chennai,75.62
4/3/2019,Chennai,75.62
4/2/2019,Chennai,75.62
4/1/2019,Chennai,75.62
3/31/2019,Chennai,75.67
3/30/2019,Chennai,75.67
3/29/2019,Chennai,75.62
3/28/2019,Chennai,75.62
3/27/2019,Chennai,75.67
3/26/2019,Chennai,75.67
3/25/2019,Chennai,75.67
3/24/2019,Chennai,75.67
3/23/2019,Chennai,75.62
3/22/2019,Chennai,75.57
3/21/2019,Chennai,75.52
3/20/2019,Chennai,75.59
3/19/2019,Chennai,75.59
3/18/2019,Chennai,75.59
3/17/2019,Chennai,75.52
3/16/2019,Chennai,75.43
3/15/2019,Chennai,75.35
3/14/2019,Chennai,75.27
3/13/2019,Chennai,75.2
3/12/2019,Chennai,75.2
3/11/2019,Chennai,75.25
3/10/2019,Chennai,75.19
3/9/2019,Chennai,75.09
3/8/2019,Chennai,75.02
3/7/2019,Chennai,75.02
3/6/2019,Chennai,75.02
3/5/2019,Chennai,75.02
3/4/2019,Chennai,74.95
3/3/2019,Chennai,74.84
3/2/2019,Chennai,74.71
3/1/2019,Chennai,74.57
2/28/2019,Chennai,74.48
2/27/2019,Chennai,74.41
2/26/2019,Chennai,74.41
2/25/2019,Chennai,74.32
2/24/2019,Chennai,74.16
2/23/2019,Chennai,74.08
2/22/2019,Chennai,74.02
2/21/2019,Chennai,73.87
2/20/2019,Chennai,73.72
2/19/2019,Chennai,73.72
2/18/2019,Chennai,73.61
2/17/2019,Chennai,73.45
2/16/2019,Chennai,73.28
2/15/2019,Chennai,73.14
2/14/2019,Chennai,73.06
2/13/2019,Chennai,73
2/12/2019,Chennai,73
2/11/2019,Chennai,73
2/10/2019,Chennai,72.95
2/9/2019,Chennai,72.95
2/8/2019,Chennai,73.05
2/7/2019,Chennai,73.11
2/6/2019,Chennai,73.11
2/5/2019,Chennai,73.11
2/4/2019,Chennai,73.27
2/3/2019,Chennai,73.43
2/2/2019,Chennai,73.54
2/1/2019,Chennai,73.64
1/31/2019,Chennai,73.8
1/30/2019,Chennai,73.9
1/29/2019,Chennai,73.9
1/28/2019,Chennai,73.99
1/27/2019,Chennai,73.99
1/26/2019,Chennai,73.99
1/25/2019,Chennai,73.99
1/24/2019,Chennai,73.99
1/23/2019,Chennai,73.99
1/22/2019,Chennai,73.99
1/21/2019,Chennai,73.85
1/20/2019,Chennai,73.65
1/19/2019,Chennai,73.41
1/18/2019,Chennai,73.23
1/17/2019,Chennai,73.15
1/16/2019,Chennai,73
1/15/2019,Chennai,73.08
1/14/2019,Chennai,72.79
1/13/2019,Chennai,72.39
1/12/2019,Chennai,71.87
1/11/2019,Chennai,71.67
1/10/2019,Chennai,71.47
1/9/2019,Chennai,71.07
1/8/2019,Chennai,71.07
1/7/2019,Chennai,71.07
1/6/2019,Chennai,70.85
1/5/2019,Chennai,70.85
1/4/2019,Chennai,71.01
1/3/2019,Chennai,71.22
1/2/2019,Chennai,71.22
1/1/2019,Chennai,71.22
12/31/2018,Chennai,71.41
12/30/2018,Chennai,71.62
12/29/2018,Chennai,71.85
12/28/2018,Chennai,72.16
12/27/2018,Chennai,72.36
12/26/2018,Chennai,72.41
12/25/2018,Chennai,72.41
12/24/2018,Chennai,72.48
12/23/2018,Chennai,72.7
12/22/2018,Chennai,72.91
12/21/2018,Chennai,73.11
12/20/2018,Chennai,73.29
12/19/2018,Chennai,73.29
12/18/2018,Chennai,73.29
12/17/2018,Chennai,73.19
12/16/2018,Chennai,72.99
12/15/2018,Chennai,72.99
12/14/2018,Chennai,72.94
12/13/2018,Chennai,72.94
12/12/2018,Chennai,72.82
12/11/2018,Chennai,72.82
12/10/2018,Chennai,72.92
12/9/2018,Chennai,73.18
12/8/2018,Chennai,73.33
12/7/2018,Chennai,73.57
12/6/2018,Chennai,73.99
12/5/2018,Chennai,74.41
12/4/2018,Chennai,74.41
12/3/2018,Chennai,74.63
12/2/2018,Chennai,74.94
12/1/2018,Chennai,75.26
11/30/2018,Chennai,75.62
11/29/2018,Chennai,76.01
11/28/2018,Chennai,76.35
11/27/2018,Chennai,76.88
11/26/2018,Chennai,77.32
11/25/2018,Chennai,77.69
11/24/2018,Chennai,78.12
11/23/2018,Chennai,78.46
11/22/2018,Chennai,78.88
11/21/2018,Chennai,79.31
11/20/2018,Chennai,79.31
11/19/2018,Chennai,79.46
11/18/2018,Chennai,79.66
11/17/2018,Chennai,79.87
11/16/2018,Chennai,80.07
11/15/2018,Chennai,80.26
11/14/2018,Chennai,80.42
11/13/2018,Chennai,80.42
11/12/2018,Chennai,80.56
11/11/2018,Chennai,80.73
11/10/2018,Chennai,80.9
11/9/2018,Chennai,81.08
11/8/2018,Chennai,81.24
11/7/2018,Chennai,81.46
11/6/2018,Chennai,81.46
11/5/2018,Chennai,81.61
11/4/2018,Chennai,81.84
11/3/2018,Chennai,82.06
11/2/2018,Chennai,82.26
11/1/2018,Chennai,82.46
10/31/2018,Chennai,82.65
10/30/2018,Chennai,82.65
10/29/2018,Chennai,82.86
10/28/2018,Chennai,83.18
10/27/2018,Chennai,83.6
10/26/2018,Chennai,84.02
10/25/2018,Chennai,84.28
10/24/2018,Chennai,84.44
10/23/2018,Chennai,84.53
10/22/2018,Chennai,84.64
10/21/2018,Chennai,84.96
10/20/2018,Chennai,85.22
10/19/2018,Chennai,85.63
10/18/2018,Chennai,85.88
10/17/2018,Chennai,86.1
10/16/2018,Chennai,86.1
10/15/2018,Chennai,85.99
10/14/2018,Chennai,85.99
10/13/2018,Chennai,85.92
10/12/2018,Chennai,85.73
10/11/2018,Chennai,85.61
10/10/2018,Chennai,85.5
10/9/2018,Chennai,85.5
10/8/2018,Chennai,85.26
10/7/2018,Chennai,85.04
10/6/2018,Chennai,84.89
10/5/2018,Chennai,84.7
10/4/2018,Chennai,87.33
10/3/2018,Chennai,87.18
10/2/2018,Chennai,87.18
10/1/2018,Chennai,87.05
9/30/2018,Chennai,86.8
9/29/2018,Chennai,86.7
9/28/2018,Chennai,86.51
9/27/2018,Chennai,86.28
9/26/2018,Chennai,86.13
9/25/2018,Chennai,86.13
9/24/2018,Chennai,85.99
9/23/2018,Chennai,85.87
9/22/2018,Chennai,85.69
9/21/2018,Chennai,85.58
9/20/2018,Chennai,85.48
9/19/2018,Chennai,85.41
9/18/2018,Chennai,85.41
9/17/2018,Chennai,85.31
9/16/2018,Chennai,85.15
9/15/2018,Chennai,84.85
9/14/2018,Chennai,84.49
9/13/2018,Chennai,84.19
9/12/2018,Chennai,84.05
9/11/2018,Chennai,84.05
9/10/2018,Chennai,83.91
9/9/2018,Chennai,83.66
9/8/2018,Chennai,83.54
9/7/2018,Chennai,83.13
9/6/2018,Chennai,82.62
9/5/2018,Chennai,82.41
9/4/2018,Chennai,82.41
9/3/2018,Chennai,82.24
9/2/2018,Chennai,81.92
9/1/2018,Chennai,81.75
8/31/2018,Chennai,81.58
8/30/2018,Chennai,81.35
8/29/2018,Chennai,81.22
8/28/2018,Chennai,81.09
8/27/2018,Chennai,80.94
8/26/2018,Chennai,80.8
8/25/2018,Chennai,80.69
8/24/2018,Chennai,80.69
8/23/2018,Chennai,80.59
8/22/2018,Chennai,80.59
8/21/2018,Chennai,80.59
8/20/2018,Chennai,80.5
8/19/2018,Chennai,80.4
8/18/2018,Chennai,80.28
8/17/2018,Chennai,80.19
8/16/2018,Chennai,80.19
8/15/2018,Chennai,80.14
8/14/2018,Chennai,80.14
8/13/2018,Chennai,80.14
8/12/2018,Chennai,80.23
8/11/2018,Chennai,80.23
8/10/2018,Chennai,80.13
8/9/2018,Chennai,80.05
8/8/2018,Chennai,80.05
8/7/2018,Chennai,80.05
8/6/2018,Chennai,79.96
8/5/2018,Chennai,79.83
8/4/2018,Chennai,79.68
8/3/2018,Chennai,79.46
8/2/2018,Chennai,79.39
8/1/2018,Chennai,79.26
7/31/2018,Chennai,79.26
7/30/2018,Chennai,79.2
7/29/2018,Chennai,79.11
7/28/2018,Chennai,79.11
7/27/2018,Chennai,79.18
7/26/2018,Chennai,79.18
7/25/2018,Chennai,79.18
7/24/2018,Chennai,79.18
7/23/2018,Chennai,79.25
7/22/2018,Chennai,79.33
7/21/2018,Chennai,79.43
7/20/2018,Chennai,79.59
7/19/2018,Chennai,79.76
7/18/2018,Chennai,79.76
7/17/2018,Chennai,79.76
7/16/2018,Chennai,79.76
7/15/2018,Chennai,79.87
7/14/2018,Chennai,79.87
7/13/2018,Chennai,79.67
7/12/2018,Chennai,79.49
7/11/2018,Chennai,79.43
7/10/2018,Chennai,79.43
7/9/2018,Chennai,79.25
7/8/2018,Chennai,79.01
7/7/2018,Chennai,78.85
7/6/2018,Chennai,78.72
7/5/2018,Chennai,78.57
7/4/2018,Chennai,78.4
7/3/2018,Chennai,78.4
7/2/2018,Chennai,78.4
7/1/2018,Chennai,78.4
6/30/2018,Chennai,78.4
6/29/2018,Chennai,78.4
6/28/2018,Chennai,78.4
6/27/2018,Chennai,78.4
6/26/2018,Chennai,78.4
6/25/2018,Chennai,78.55
6/24/2018,Chennai,78.65
6/23/2018,Chennai,78.8
6/22/2018,Chennai,78.89
6/21/2018,Chennai,79.04
6/20/2018,Chennai,79.16
6/19/2018,Chennai,79.16
6/18/2018,Chennai,79.24
6/17/2018,Chennai,79.24
6/16/2018,Chennai,79.24
6/15/2018,Chennai,79.24
6/14/2018,Chennai,79.33
6/13/2018,Chennai,79.33
6/12/2018,Chennai,79.33
6/11/2018,Chennai,79.48
6/10/2018,Chennai,79.69
6/9/2018,Chennai,79.95
6/8/2018,Chennai,80.37
6/7/2018,Chennai,80.59
6/6/2018,Chennai,80.68
6/5/2018,Chennai,80.8
6/4/2018,Chennai,80.94
6/3/2018,Chennai,81.09
6/2/2018,Chennai,81.19
